id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
42726550,Vivienda cerca de Ruzafa / 4 PAX y más,431741,Olga,QUATRE CARRERES,EN CORTS,39.45554,-0.37467,Entire home/apt,86,3,27,2024-10-27,0.46,5,129,3,VT-48659-V
42727914,Ruzafa vibes - central apartment! 4pax-aircon,340316090,Enrique,L'EIXAMPLE,RUSSAFA,39.462,-0.37374,Entire home/apt,140,3,151,2025-06-07,3.04,1,94,35,VT-52018-V
42729921,"Fortunata, Dúplex de diseño",2850884,Julio,EXTRAMURS,ARRANCAPINS,39.4635,-0.38583,Entire home/apt,112,3,172,2025-05-25,2.90,18,154,29,AT-44321-V
42736361,Banksy´s Retreat,125705203,Laura,L'EIXAMPLE,RUSSAFA,39.46354,-0.37363,Entire home/apt,130,2,206,2025-06-03,3.44,4,264,39,VT-48968-V
42742771,Sunny Terrace | Spacious | Old Centre 15m walk,37189180,Liza & Joachim,RASCANYA,ELS ORRIOLS,39.49013,-0.3707,Entire home/apt,85,25,38,2025-05-31,0.61,1,329,7,VT-41770-V
42756385,BUBUFLATS Mercat / BUBU 7 Apartamento Superior,336792903,Bubuflats,CIUTAT VELLA,LA SEU,39.47518,-0.37678,Entire home/apt,,2,24,2025-03-17,0.53,7,0,3,
42789339,BUBUFLATS Ayuntamiento / BUBU 3.3 - Apto. Deluxe,336792903,Bubuflats,CIUTAT VELLA,SANT FRANCESC,39.47296,-0.3755,Entire home/apt,,2,16,2025-03-21,0.27,7,0,2,
42798607,Departamento  independiente en el centro histórico,340741350,Julian,CIUTAT VELLA,EL PILAR,39.4731026500145,-0.38116836547851696,Entire home/apt,95,10,172,2025-05-18,2.68,2,318,44,ESFCNT0000460250001769220000000000000000000003
42800901,Cozy apartment Valencia city center 2!,36650915,Juan Carlos,BENIMACLET,BENIMACLET,39.4867,-0.36606,Entire home/apt,230,2,15,2024-06-19,0.27,2,46,0,VT-40048-V
42805379,Vivaldi Penthouse Ayuntamiento - Valencia,42749214,Vivaldi Flats,CIUTAT VELLA,SANT FRANCESC,39.46875,-0.38012,Entire home/apt,318,2,98,2025-06-03,1.62,3,82,42,VT-38534-V
42806484,Old Town Flats Casa Burguerini Deluxe,340946071,"Old Town Flats, S.L.",CIUTAT VELLA,LA SEU,39.4761,-0.37759,Entire home/apt,78,1,403,2025-06-12,6.72,5,117,70,AV-7
42806573,Vivaldi Valencia Apartament - Centro Valencia,42749214,Vivaldi Flats,CIUTAT VELLA,LA XEREA,39.47358,-0.37257,Entire home/apt,128,2,19,2025-06-08,0.40,3,127,4,VT-38538-V
42806938,Old Town Flats Casa Burguerini Duplex,340946071,"Old Town Flats, S.L.",CIUTAT VELLA,EL MERCAT,39.47436,-0.37797,Entire home/apt,91,1,370,2025-06-16,6.20,5,95,49,AV-7
42812357,confortable habitación con baño privado,79533438,Susana,QUATRE CARRERES,MONT-OLIVET,39.45922,-0.36239,Private room,50,2,149,2025-06-09,4.63,1,11,53,
42823413,BioHomeValencia,2923980,Enrique,L'OLIVERETA,SOTERNES,39.47188,-0.41122,Entire home/apt,260,1,52,2025-05-29,1.15,1,65,38,
42876158,Bonita habitación. Cerca de la playa. Valencia,2345188,Joana,ALGIROS,CIUTAT JARDI,39.47398,-0.34431,Private room,28,3,44,2025-06-07,0.74,2,310,20,
42973601,BUBUFLATS  Mercat  / BUBU 2 - Loft,336792903,Bubuflats,CIUTAT VELLA,EL MERCAT,39.47521,-0.37694,Entire home/apt,,2,12,2024-09-20,0.26,7,0,1,
42985696,"New Cozy Beach apartment, WiFi",4905547,Tommy,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47244,-0.32768,Entire home/apt,150,3,134,2025-04-06,2.23,1,230,8,VT-51353-V
42988148,APARTMENTSUITESPAIN Beach Economy,50015130,Julian,POBLATS MARITIMS,LA MALVA-ROSA,39.47909,-0.32734,Entire home/apt,,2,0,,,7,0,0,VT-38053-V
42997469,APARTMENTSUITESPAIN Beach Family,50015130,Julian,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4745,-0.3288,Entire home/apt,,2,0,,,7,0,0,
42999079,APARTMENTSUITESPAIN Family Beach 2 bathrooms,50015130,Julian,POBLATS MARITIMS,LA MALVA-ROSA,39.47868,-0.32891,Entire home/apt,340,2,1,2021-09-18,0.02,7,6,0,
43058740,COZY  PLACE IN THE HEART OF VALENCIA!!!!,43917093,Enrico,CIUTAT VELLA,LA XEREA,39.4755,-0.37242,Private room,50,32,33,2025-04-01,0.65,1,179,3,
43120898,F&F Sweet Home,224920143,Fabio,QUATRE CARRERES,EN CORTS,39.45271,-0.37187,Private room,88,1,123,2025-03-16,2.50,2,154,11,
43124039,BUBUFLATS Ayuntamiento / BUBU 3 Apto. Superior,336792903,Bubuflats,CIUTAT VELLA,EL MERCAT,39.47309,-0.37721,Entire home/apt,,2,57,2024-12-03,1.00,7,0,2,
43130095,BUBUFLATS  Mercat  / BUBU 6 - Duplex,336792903,Bubuflats,CIUTAT VELLA,LA SEU,39.47388,-0.37598,Entire home/apt,,2,6,2025-03-20,0.12,7,0,2,
43138528,Piso Carolina,18216389,Paco,CAMINS AL GRAU,LA CREU DEL GRAU,39.46195,-0.34656,Entire home/apt,175,3,30,2024-10-21,0.49,1,84,3,VT-37913-V
43240106,Vacacional finca roja,177694977,Marga,EXTRAMURS,ARRANCAPINS,39.46196,-0.38563,Private room,32,3,137,2025-06-17,2.32,6,88,46,
43253229,Cosy room near the beach & City of Arts,60525307,Ines,CAMINS AL GRAU,LA CREU DEL GRAU,39.46118,-0.3397,Private room,47,3,272,2025-06-13,4.40,4,252,62,
43255388,Cosy room near the beach and the City of Arts,60525307,Ines,CAMINS AL GRAU,LA CREU DEL GRAU,39.45934,-0.34119,Private room,54,3,259,2025-05-31,4.32,4,297,50,
43277022,My Loft 4 You Ruzafa Style III,21369157,Family Conde,L'EIXAMPLE,RUSSAFA,39.46155,-0.37785,Entire home/apt,128,1,60,2025-04-13,1.05,10,336,9,
43321700,Amplio y luminoso Apartamento totalmente equipado,191177985,Hqrooms,EXTRAMURS,ARRANCAPINS,39.46385,-0.38264,Entire home/apt,,28,0,,,5,0,0,B98924327
43329798,Amplio Apartamento de 3 dormitorios con balcón,191177985,Hqrooms,EXTRAMURS,ARRANCAPINS,39.46192,-0.38274,Entire home/apt,,28,0,,,5,0,0,B98924327
43376981,Art Loft 06 'Travelling Light' in Valencia,319135009,Gema,POBLATS DE L'OEST,BENIFERRI,39.4955471,-0.4056252,Entire home/apt,111,2,46,2025-05-04,0.79,9,231,16,VT-49502-V
43378403,BUBUFLATS MERCAT / Bubu 4 - Loft,336792903,Bubuflats,CIUTAT VELLA,EL CARME,39.47778,-0.37937,Entire home/apt,150,2,16,2024-05-12,0.26,7,272,0,
43395586,Apartamento de diseño cerca de la playa,172618037,Juan Carlos,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.464508,-0.328407,Entire home/apt,161,3,15,2022-12-06,0.30,1,355,0,
43401095,Art Loft 05 'The Mechanic' en Valencia,319135009,Gema,POBLATS DE L'OEST,BENIFERRI,39.49555,-0.40563,Entire home/apt,109,1,65,2025-05-22,1.07,9,274,6,VT-53299-V
43428331,El Saler. Adosado Min.11 noches.CRU46058000274442,1246110,Raquel,POBLATS DEL SUD,EL SALER,39.35696,-0.32583,Entire home/apt,146,7,14,2025-02-03,0.38,2,266,2,
43476357,Valencia Canyamelar Beach Apartment,346662128,Fabrizio,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46705,-0.33061,Entire home/apt,143,3,75,2024-10-27,1.57,2,61,3,VT-44890-V
43506455,Piso playa 6 personas a 5 minutos coche a Valencia,347009840,Jose Pedro,POBLATS DEL SUD,PINEDO,39.42066,-0.33555,Entire home/apt,92,30,23,2024-10-31,0.50,1,248,5,
43550309,ACOGEDOR  2 DORMITORIOS  RUZAFA. ALQUILER MENSUAL,347628933,Susana,L'EIXAMPLE,RUSSAFA,39.45917,-0.37711,Entire home/apt,120,1,29,2025-06-14,0.61,2,144,7,
43561115,Precioso Estudio  con altillo _Aguilar_3,29610078,Leonardo Favio,CAMINS AL GRAU,AIORA,39.46512,-0.34135,Entire home/apt,29,15,4,2024-12-22,0.07,7,238,1,
43561404,Modern apartment with balconies and good views.,86075306,Vicente,EL PLA DEL REAL,EXPOSICIO,39.47625,-0.36301,Entire home/apt,700,15,22,2024-08-08,0.46,2,36,2,
43565513,Double room in Valencia 20 minutes from the beach,38006240,Franco,ALGIROS,L'ILLA PERDUDA,39.471012115478516,-0.34016498923301697,Private room,32,11,41,2025-03-27,0.69,4,35,10,
43565756,Double room near the beach,38006240,Franco,ALGIROS,CIUTAT JARDI,39.47217,-0.33979,Private room,24,11,37,2025-05-27,0.63,4,87,5,
43601629,Ático dúplex enorme y luminoso,145708883,Salvador,EL PLA DEL REAL,MESTALLA,39.46707,-0.35725,Entire home/apt,625,7,0,,,1,199,0,VT-44130-V
43617935,Valencia - Las Arenas Beach - The Marina - WI-FI,134067928,Pascual,POBLATS MARITIMS,EL GRAU,39.46104,-0.33282,Entire home/apt,152,10,39,2025-06-11,0.66,1,160,13,VT-45940-V
43637769,Flamenco Beach Loft,74140841,Jakub & Maria,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47014,-0.32962,Entire home/apt,136,2,183,2025-06-20,2.98,3,32,58,VT-49899-V
43738769,Luxury Boutique Townhouse w/Gardens Great Location,349488499,Leon,CAMINS AL GRAU,AIORA,39.465618,-0.348653,Entire home/apt,829,3,63,2025-06-08,1.33,2,131,19,VT-50172-V
43763049,Suite renovated room  in front of the park,3125186,Itamar,LA SAIDIA,MARXALENES,39.48396,-0.37944,Private room,92,9,10,2023-10-15,0.24,1,365,0,
43801975,CONFORT junto al centro de Valencia  VT 44473 V,66849289,Ines,EXTRAMURS,EL BOTANIC,39.474297,-0.385792,Entire home/apt,136,3,116,2025-06-18,1.95,2,296,31,
43826893,Maldonado origami,350512254,Adenzo Center Flats,CIUTAT VELLA,EL PILAR,39.47338,-0.38163,Entire home/apt,162,1,93,2025-06-02,1.53,7,331,10,VT-48780-V
43887848,Private Room N5,310520261,Davide,CIUTAT VELLA,SANT FRANCESC,39.47164,-0.37658,Private room,52,2,105,2025-06-15,1.77,4,10,48,
43894304,Large Apartment Plaza toros Larga Estancia,333736576,Laura,CIUTAT VELLA,SANT FRANCESC,39.46799,-0.37554,Entire home/apt,132,1,137,2025-06-17,2.32,17,137,40,
43919985,Apartamento Familiar 3 personas,348190054,Restwell,CAMINS AL GRAU,AIORA,39.46344,-0.33893,Entire home/apt,,1,22,2022-09-10,0.37,4,0,0,
43922769,Apartamento Adaptado,348190054,Restwell,CAMINS AL GRAU,AIORA,39.46446,-0.33782,Entire home/apt,,1,1,2020-08-22,0.02,4,0,0,
43923127,Apartamento Estándar,348190054,Restwell,CAMINS AL GRAU,AIORA,39.46344,-0.33893,Entire home/apt,,1,61,2022-12-26,1.02,4,0,0,
43951608,ÁTICO   FERRO  PLAYA,80869460,Claudio,CAMINS AL GRAU,AIORA,39.46511,-0.33851,Entire home/apt,,3,88,2025-04-29,1.46,25,17,6,VT-41796-V
43965540,habitacion con encanto y luminosa céntrica,352126327,Vicente,L'OLIVERETA,NOU MOLES,39.46882,-0.39309,Private room,36,10,53,2025-05-24,0.88,3,263,11,
44060677,"Jacinta, Dúplex con encanto",2850884,Julio,PATRAIX,PATRAIX,39.46352,-0.38786,Entire home/apt,108,3,147,2025-06-05,2.46,18,129,24,AT-44321-V
44063142,Love nest,9677236,Eduard,CIUTAT VELLA,EL CARME,39.47879,-0.38036,Entire home/apt,497,28,20,2023-08-27,0.33,2,90,0,
44074602,"!Espectacular ático centro, impresionantes vistas!",137472016,Carl,CIUTAT VELLA,EL MERCAT,39.47584,-0.37952,Entire home/apt,140,11,253,2025-06-11,4.22,8,173,47,VT-36396-V
44086287,CASA MARÍTIMO,4945920,Isabel,CAMINS AL GRAU,AIORA,39.46494,-0.34048,Entire home/apt,195,30,0,,,4,269,0,
44087404,habitacion barrio centrico con  patio,352126327,Vicente,L'OLIVERETA,NOU MOLES,39.46782684326172,-0.3922420144081116,Private room,27,10,44,2025-06-16,0.73,3,296,8,
44095469,Bright and Stylish apartment,353958389,Sara,CAMINS AL GRAU,ALBORS,39.46938,-0.34952,Entire home/apt,119,3,4,2024-08-23,0.07,4,0,1,
44096422,Private Room N3,310520261,Davide,CIUTAT VELLA,SANT FRANCESC,39.46978,-0.37848,Private room,42,2,99,2025-06-01,1.67,4,25,48,
44097776,Private Room N2,310520261,Davide,CIUTAT VELLA,EL MERCAT,39.47203,-0.37729,Private room,47,2,72,2025-06-17,1.44,4,34,56,
44127675,Bonito y grande apartamento cerca de la playa,354632373,Noelia,ALGIROS,L'ILLA PERDUDA,39.47203,-0.34191,Entire home/apt,130,20,4,2024-10-20,0.27,1,29,3,VT-36726-V
44134906,Apartamento con ubicación ideal: Playa y centro,29496530,Neus,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47158,-0.33293,Entire home/apt,270,6,60,2024-08-26,1.01,3,31,5,
44140724,Céntrica  con balcon  y muy luminosa,24367730,Luz,EL PLA DEL REAL,MESTALLA,39.473934049438235,-0.36016199737787247,Private room,43,5,49,2025-06-08,2.12,13,68,19,
44173728,Habitacion universidades,329864609,Joseline,ALGIROS,L'AMISTAT,39.4722,-0.35188,Private room,40,2,92,2025-06-14,2.13,1,47,29,
44196130,"Habitación 22 Euros, muy buena habitación",355867618,Santiago,JESUS,L'HORT DE SENABRE,39.45034276152374,-0.38944317929176764,Private room,22,1,260,2025-06-20,4.35,3,48,96,
44203029,"Casbah el Saler, a 20 metros de la playa.",123160301,Place Your Place,POBLATS DEL SUD,EL SALER,39.35419,-0.31582,Entire home/apt,206,6,37,2025-04-23,0.62,71,12,5,ESFCTU0000460580000621930000000000000CV-VUT0058182-V4
44205921,Encantadora habitación doble reformada,309167587,Alain,POBLATS DE L'OEST,BENIMAMET,39.50331,-0.41991,Private room,,28,15,2025-05-31,0.25,5,27,1,
44232576,"Apt Croqueta Amplio Apt Valencia, wifi, metro",71443297,Ruben,JESUS,L'HORT DE SENABRE,39.452551846430836,-0.3891763982064726,Entire home/apt,114,3,30,2025-04-29,1.08,2,127,17,VT-38154-V
44245100,REINA SQUARE 2 BEDROOMS,134051803,Jose,CIUTAT VELLA,SANT FRANCESC,39.47371,-0.37552,Entire home/apt,189,1,55,2025-06-04,0.92,33,304,15,VUT0032562-V
44245110,PORT 2 BEDROOMS 6 PEOPLE,134051803,Jose,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46354,-0.33404,Entire home/apt,190,1,31,2025-05-30,0.53,33,307,18,VUT0051142-V
44245316,Estupendo apartamento con vistas al mar,356552930,Adriana,POBLATS DEL SUD,EL PERELLONET,39.30797,-0.29748,Entire home/apt,,30,11,2025-05-02,0.31,1,267,3,
44259478,Habitacion  patio  con encanto,352126327,Vicente,L'OLIVERETA,NOU MOLES,39.46782684326172,-0.3922420144081116,Private room,27,10,50,2025-06-01,0.83,3,207,10,
44296582,Beautiful & comfortable near the beach apartment,22295438,Angelica,CAMINS AL GRAU,AIORA,39.46403,-0.34093,Entire home/apt,143,10,13,2025-05-16,0.27,1,256,5,
44316515,Luminoso apto. de 4 habitaciones dobles y 4 baños,94456786,Andrea,ALGIROS,L'ILLA PERDUDA,39.46957,-0.34015,Entire home/apt,65,3,19,2024-08-15,0.32,7,16,6,VT-45902-V
44318790,Valencia Apartamento Miró - 6,218746122,Isabel,L'EIXAMPLE,LA GRAN VIA,39.46528,-0.36797,Entire home/apt,336,2,14,2025-04-06,0.25,11,251,6,VT-48530-V
44357084,Soraya's Place - Chopín 3,200778878,Soraya,CAMINS AL GRAU,AIORA,39.46736,-0.34648,Entire home/apt,126,1,144,2025-05-30,2.43,6,114,23,VT-49075-V
44378336,Soraya's Place - Chopín 4,200778878,Soraya,ALGIROS,CIUTAT JARDI,39.46883,-0.34441,Entire home/apt,114,2,184,2025-06-04,3.08,6,125,26,VT-49076-V
44384993,Soraya's Place - Chopín 2,200778878,Soraya,CAMINS AL GRAU,AIORA,39.46856,-0.34564,Entire home/apt,,2,198,2025-06-05,3.33,6,116,28,VT-49074-V
44397600,Soraya's Place - Chopín 5,200778878,Soraya,ALGIROS,CIUTAT JARDI,39.46947,-0.34632,Entire home/apt,126,2,191,2025-06-04,3.20,6,124,37,VT-49077-V
44399931,Cozy double bedroom in ruzafa with prime terrace,101338869,Fredy,L'EIXAMPLE,RUSSAFA,39.46159,-0.3769,Private room,67,7,112,2025-06-14,2.34,1,78,27,
44411002,SUPER NICE! WITH LARGE TERRACE CLOSE TO RUZAFA.,358565683,Sarah,QUATRE CARRERES,MONT-OLIVET,39.46028,-0.36258,Entire home/apt,170,1,55,2025-05-21,1.15,1,287,16,VT-51740-V
44445513,Cozy apartment in San Marcelino - Valencia,219080,Franklin,JESUS,SANT MARCEL.LI,39.44471,-0.39192,Entire home/apt,97,4,38,2025-06-03,0.64,1,55,7,
44527062,Authentic Cabañal House. Wifi & Terrace. 5px,123160301,Place Your Place,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47176,-0.33015,Entire home/apt,59,5,79,2024-12-02,1.35,71,0,7,VT-50472-V
44563367,Duplex Loft Apartament Valencia - with Parking,141191445,Pablo,RASCANYA,SANT LLORENS,39.495584864616646,-0.3624054355824022,Entire home/apt,105,1,248,2025-06-13,4.19,7,64,39,VT26820V
44571270,Double Room with views of Valencia Cathedral,31912464,Olga,CIUTAT VELLA,LA SEU,39.47595,-0.37687,Private room,78,3,155,2025-06-02,3.02,2,330,41,
44576146,Apartamento playa y universidades Valencia,145226018,Amir,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46602,-0.32682,Entire home/apt,350,180,9,2022-09-26,0.18,1,364,0,
44673994,Apartamento Familiar 4 personas,348190054,Restwell,CAMINS AL GRAU,AIORA,39.46242,-0.33851,Entire home/apt,,1,4,2022-01-23,0.08,4,0,0,
44676087,Apartment With Super Comfortable Beds,258340007,Saba,JESUS,LA RAIOSA,39.45693,-0.38794,Entire home/apt,182,1,22,2024-12-02,0.38,33,313,3,VT-50642-V
44682650,Casita en la playa,30101735,Valentina,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46616,-0.32691,Entire home/apt,53,23,17,2025-05-16,0.59,3,33,5,
44961874,ESTRELLA DE MAR (AT 41182V),3293985,Yolanda,POBLATS DEL SUD,EL SALER,39.35389,-0.31447,Entire home/apt,95,2,31,2025-05-08,0.65,1,289,11,AT41182V
44996352,Hermoso Apartamento a Estrenar próximo tren AVE,144966297,Mario,JESUS,LA RAIOSA,39.46116,-0.38772,Entire home/apt,133,2,13,2024-12-02,0.28,1,322,1,
45062807,Villa Meri - Your romantic seaside retreat,29644144,Alberto,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47175,-0.33017,Entire home/apt,167,2,195,2025-06-15,4.15,1,42,49,VT-49410-V
45071014,Valencian apartment with pool by the beach,74140841,Jakub & Maria,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46892,-0.33001,Entire home/apt,163,2,95,2025-06-09,1.65,3,31,38,VT-49349-V
45094391,Soraya's Place - Chopín 1,200778878,Soraya,ALGIROS,CIUTAT JARDI,39.46977,-0.34515,Entire home/apt,191,1,132,2025-04-30,2.73,6,111,13,VT-49409-V
45169464,NWT Central Station Apartments Superior,176925502,Jorge,EXTRAMURS,LA ROQUETA,39.46505,-0.3792,Entire home/apt,227,1,8,2024-02-18,0.14,5,93,0,
45186180,Habitación doble  muy centrica,30390619,Michelle,LA SAIDIA,MORVEDRE,39.48746,-0.37728,Private room,39,7,15,2024-09-19,0.34,2,317,2,
45231961,Tranquilo y acogedor en el centro de la ciudad,173616332,Pepe Y Sara,L'EIXAMPLE,LA GRAN VIA,39.46484,-0.37309,Entire home/apt,137,3,30,2024-10-04,0.60,3,26,4,VT-46146-V
45324645,Modern flat in the Cabanyal area,61823321,David,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46353,-0.33304,Entire home/apt,90,5,51,2025-04-19,1.03,1,95,11,
45356184,Apartment LUX 365,245388908,Natalya,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.454288482666016,-0.3588939905166626,Entire home/apt,168,2,64,2025-06-15,1.12,1,90,43,VT-49393-V
45357531,Denia Glory,350512254,Adenzo Center Flats,L'EIXAMPLE,RUSSAFA,39.46323,-0.37635,Entire home/apt,119,1,74,2025-05-22,1.28,7,267,3,VT48657V
45373784,Habitación doble y cama supletoria,3186016,Oscar,CAMINS AL GRAU,ALBORS,39.46778,-0.35556,Private room,84,2,33,2024-07-31,0.57,11,329,1,
45373941,Habitación doble con cama supletoria,3186016,Oscar,CAMINS AL GRAU,ALBORS,39.46706,-0.3539,Private room,84,2,5,2022-10-21,0.10,11,329,0,
45374028,Habitación Triple Privada,3186016,Oscar,CAMINS AL GRAU,CAMI FONDO,39.46573,-0.35629,Private room,79,2,65,2025-06-03,1.23,11,329,23,
45374928,Habitación triple privada,3186016,Oscar,CAMINS AL GRAU,ALBORS,39.46757,-0.35443,Private room,79,2,4,2025-05-23,0.07,11,329,2,
45374933,Habitación doble privada con baño compartido,3186016,Oscar,CAMINS AL GRAU,CAMI FONDO,39.46626,-0.35413,Private room,84,2,6,2022-09-18,0.11,11,329,0,
45374968,Habitación doble baño privado,3186016,Oscar,CAMINS AL GRAU,ALBORS,39.46722,-0.35423,Private room,77,2,15,2025-05-24,0.26,11,311,5,
45375170,Habitación Nomad Doble baño compartido,3186016,Oscar,CAMINS AL GRAU,ALBORS,39.46795,-0.3559,Private room,69,2,8,2025-05-01,0.15,11,322,1,
45375223,Habitación Nomad Doble y baño compartido,3186016,Oscar,CAMINS AL GRAU,CAMI FONDO,39.46609,-0.35565,Private room,69,2,36,2023-09-11,0.63,11,322,0,
45475539,Habitación doble con baño privado,3186016,Oscar,CAMINS AL GRAU,CAMI FONDO,39.46594,-0.35623,Private room,82,2,15,2023-06-05,0.27,11,311,0,
45475693,Habitación Twin con baño privado,3186016,Oscar,CAMINS AL GRAU,CAMI FONDO,39.46613,-0.35626,Private room,82,2,8,2025-05-27,0.14,11,307,1,
45513092,Comfortable and charming in a great location.,15778317,B,QUATRE CARRERES,MONT-OLIVET,39.45974,-0.36238,Entire home/apt,140,20,32,2025-05-03,0.68,4,85,11,Número de Registro de Alquiler por Temporada: ESFCNT00004605200007821500000000000000000000000000009  Seasonal Leasing Registration Number: ESFCNT00004605200007821500000000000000000000000000009
45522227,Studio close to City of arts,203029732,Ovi,QUATRE CARRERES,NA ROVELLA,39.4556,-0.36167,Entire home/apt,81,3,265,2025-05-30,4.60,4,125,51,VT-42311-V
45559373,Habitación en Ruzafa.,40627512,Encarna,L'EIXAMPLE,RUSSAFA,39.46148,-0.37265,Private room,57,1,102,2025-06-08,2.09,1,251,27,
45580517,"Luminoso, amplio, impecable, tranquilo - centro!",46927025,Ilona,CIUTAT VELLA,EL MERCAT,39.47195,-0.37941,Private room,34,15,20,2024-11-06,0.36,8,353,2,
45680997,Apartamento con piscina,10018897,Alicia,RASCANYA,SANT LLORENS,39.49171706486793,-0.3609191859745809,Entire home/apt,140,2,0,,,2,3,0,
45681075,Habitación privada en Avd Alfahuir 41,10018897,Alicia,RASCANYA,SANT LLORENS,39.4912,-0.36272,Private room,87,1,26,2025-06-08,0.66,2,13,6,
45681131,Room in bright apartment close to the beach,41082509,Steve,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46999,-0.32858,Private room,37,11,18,2024-08-30,0.37,10,38,3,
45681313,Private room in flat close to the beach,41082509,Steve,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46971,-0.32906,Private room,37,11,18,2024-08-17,0.39,10,60,3,
45683832,Acogedor Loft en Ciutal vella de Valencia,349130961,Jose,CIUTAT VELLA,LA SEU,39.47633,-0.37911,Entire home/apt,65,3,175,2025-06-09,3.62,1,164,45,VT-45329-V
45685783,Double en-suite room with private balcony,41082509,Steve,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46442,-0.32888,Private room,41,11,4,2022-08-23,0.09,10,56,0,
45686217,Double room in apartment close to the beach,41082509,Steve,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46396,-0.32965,Private room,28,11,26,2024-08-23,0.54,10,60,4,
45686294,Room in apartment close to the beach,41082509,Steve,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46977,-0.32716,Private room,29,11,22,2024-08-30,0.46,10,47,5,
45745106,Double room  in city center,43472106,Pablo Esteban,CIUTAT VELLA,LA XEREA,39.47287368774414,-0.370712012052536,Private room,137,1,3,2025-02-22,0.07,9,328,1,
45745143,Modern double room in the center of Valencia,43472106,Pablo Esteban,CIUTAT VELLA,LA XEREA,39.47287368774414,-0.370712012052536,Private room,157,1,64,2025-01-30,1.12,9,314,1,
45745180,Double room with views,43472106,Pablo Esteban,CIUTAT VELLA,LA XEREA,39.47287368774414,-0.370712012052536,Private room,174,1,35,2025-02-19,0.68,9,345,2,
45746689,Single room with shared bathroom,43472106,Pablo Esteban,L'EIXAMPLE,EL PLA DEL REMEI,39.469451904296875,-0.3664200007915497,Private room,70,1,32,2025-06-04,0.63,9,349,3,
45746875,Double basic room- con baño compartido,43472106,Pablo Esteban,L'EIXAMPLE,EL PLA DEL REMEI,39.469451904296875,-0.3664200007915497,Private room,89,1,14,2025-04-19,0.28,9,349,5,
45746953,Double standard room - private external bathroom,43472106,Pablo Esteban,L'EIXAMPLE,EL PLA DEL REMEI,39.469451904296875,-0.3664200007915497,Private room,99,1,19,2025-06-03,0.35,9,345,3,
45746964,Double superior room,43472106,Pablo Esteban,L'EIXAMPLE,EL PLA DEL REMEI,39.469451904296875,-0.3664200007915497,Private room,126,1,2,2023-01-16,0.04,9,351,0,
45747065,Superior Triple Room,43472106,Pablo Esteban,L'EIXAMPLE,EL PLA DEL REMEI,39.469451904296875,-0.3664200007915497,Private room,165,1,12,2023-01-29,0.31,9,328,0,
45747216,Hi Valencia Cánovas - Apartamento confort  - Tarifa estandar,43472106,Pablo Esteban,L'EIXAMPLE,EL PLA DEL REMEI,39.47041,-0.367,Private room,214,1,1,2021-01-01,0.02,9,345,0,
45781214,Habitación Malvarrosa 2,119799302,Conxita,POBLATS MARITIMS,LA MALVA-ROSA,39.48387,-0.32516,Private room,300,3,6,2023-05-30,0.11,3,89,0,
45798282,"Ciudad de las Artes y las Ciencias
Jardín Turia.",371037519,Rafael,QUATRE CARRERES,NA ROVELLA,39.45737,-0.3591,Private room,24,3,149,2025-06-01,2.61,1,86,33,
45854270,Islas Canarias Apartment,370985644,Mirko,CAMINS AL GRAU,LA CREU DEL GRAU,39.46215,-0.34428,Entire home/apt,150,1,18,2025-05-18,0.33,1,52,4,ESFCTU0000460610000289530000000000000000000VT-48190V5
45856883,Habitación doble privada,3186016,Oscar,CAMINS AL GRAU,ALBORS,39.46728,-0.35428,Private room,65,2,19,2024-12-01,0.36,11,322,1,
45857840,Maldonado Circles,350512254,Adenzo Center Flats,CIUTAT VELLA,EL MERCAT,39.47346,-0.38092,Entire home/apt,171,1,140,2025-06-12,2.46,7,298,26,VT-48780-V
45859103,Bright and spacious room of 20 sqm.,78697492,Pablo,CIUTAT VELLA,LA XEREA,39.47413,-0.36819,Private room,72,2,47,2025-04-27,1.18,1,89,12,
45903785,Sunny apartment with terrace and old city views!,372141290,Jose,CIUTAT VELLA,SANT FRANCESC,39.46851,-0.37819,Entire home/apt,135,2,148,2025-06-03,3.05,1,227,28,ESFCTU000046063000115855000000000000000000VT-34654-V4
